,gene,baseMean,fold,lfcSE,stat,pvalue,padj,DEG,HARs.Intron,HARs.Flanking,HARs.FlankingandIntron,HARs.Intron.Simp,HARs.Flanking.Simp,HARs.FlankingandIntron.Simp,hCONDELs.Intron,hCONDELs.Flanking,hCONDELs.FlankingandIntron,hCONDELs.Intron.Simp,hCONDELs.Flanking.Simp,hCONDELs.FlankingandIntron.Simp,HARorhCONDEL,HARandhCONDEL,condition,family,group,genegroup
570,LGI2,3.831013657,1.593484915,0.429846178,3.707105,0.000209642,0.007227871,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip4,LGI,C,B
571,LINGO1,41.86727243,1.84217723,0.322159645,5.718212262,1.08E-08,1.42E-06,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Lamp5Lhx61,LINGO,B,B
572,LINGO1,44.66010297,1.765759636,0.297017727,5.944963806,2.77E-09,6.45E-07,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip7,LINGO,C,B
573,LINGO1,67.57109614,1.202239329,0.23253281,5.170192239,2.34E-07,2.02E-05,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5ET2,LINGO,B,B
574,LINGO1,36.52518896,2.103611513,0.3170349,6.635267948,3.24E-11,9.69E-09,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Lamp51,LINGO,B,B
575,LINGO1,58.65388793,1.170859545,0.301895188,3.878364382,0.000105161,0.001915345,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L56NP2,LINGO,A,B
576,LINGO1,37.93923401,1.579879138,0.260207625,6.07160969,1.27E-09,4.04E-07,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6b3,LINGO,B,B
577,LINGO1,24.0897508,1.812593767,0.327399199,5.536341482,3.09E-08,7.61E-06,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg2,LINGO,B,B
578,LINGO1,35.7753251,1.615476004,0.235235809,6.867474856,6.53E-12,3.23E-09,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6b1,LINGO,B,B
579,LINGO1,22.85017274,1.943573229,0.25103656,7.742191944,9.77E-15,6.93E-12,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip4,LINGO,C,B
580,LINGO1,22.40607803,1.982330175,0.274174107,7.230187395,4.82E-13,2.35E-10,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst4,LINGO,B,B
581,LINGO1,23.97228464,2.187543913,0.314144928,6.963486324,3.32E-12,3.35E-09,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst6,LINGO,B,B
582,LINGO1,4.353558983,2.78578443,0.606523918,4.593033101,4.37E-06,0.000922133,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,MicroPVM1,LINGO,B,B
583,LINGO1,33.60300084,2.070647695,0.266058192,7.782687235,7.10E-15,4.60E-12,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst7,LINGO,B,B
584,LINGO1,32.28688513,2.409674388,0.294205948,8.190433954,2.60E-16,2.23E-13,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst2,LINGO,B,B
585,LINGO1,113.914741,1.259880913,0.22646309,5.563294708,2.65E-08,2.63E-06,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6b2,LINGO,B,B
586,LINGO1,51.10124135,1.600909924,0.294937605,5.427961364,5.70E-08,6.42E-06,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip2,LINGO,C,B
587,LINGO1,28.73857697,2.48107067,0.28478753,8.712005996,2.99E-18,5.61E-15,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pax61,LINGO,B,B
588,LINGO1,24.02027966,1.921842427,0.263191783,7.302060893,2.83E-13,1.03E-10,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pvalb2,LINGO,B,B
589,LINGO1,37.50624388,2.029263714,0.247587785,8.19613825,2.48E-16,1.98E-13,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst8,LINGO,B,B
590,LINGO1,73.33967753,1.121317522,0.254834451,4.400180268,1.08E-05,0.00071178,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5ET1,LINGO,B,B
591,LINGO1,12.04420308,3.375215461,0.445468325,7.576779924,3.54E-14,1.28E-10,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pax62,LINGO,B,B
592,LINGO1,32.36283846,2.101608537,0.2299274,9.140313584,6.23E-20,4.85E-17,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Chandelier1,LINGO,A,B
593,LINGO1,23.91742722,2.688667396,0.271221973,9.913162147,3.65E-23,2.13E-19,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg3,LINGO,B,B
594,LINGO1,9.815571228,2.590991999,0.422729826,6.129191369,8.83E-10,4.15E-07,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,SstChodl1,LINGO,B,B
595,LINGO1,27.42249702,2.652934001,0.371377653,7.1434939,9.10E-13,2.59E-10,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pvalb3,LINGO,B,B
596,LINGO1,17.31983688,2.557648115,0.370514016,6.902972635,5.09E-12,2.49E-09,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip6,LINGO,C,B
597,LINGO1,4.525408954,3.228056234,0.555112021,5.815143813,6.06E-09,8.35E-06,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Endo1,LINGO,A,B
598,LINGO1,10.1367201,2.6589964,0.473680884,5.613476263,1.98E-08,2.87E-06,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst1,LINGO,B,B
599,LINGO1,30.55058687,2.295930376,0.287256076,7.992625989,1.32E-15,1.25E-12,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst5,LINGO,B,B
600,LINGO1,15.47226519,2.491840079,0.412927747,6.034566813,1.59E-09,3.37E-07,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pvalb1,LINGO,B,B
601,LINGO1,31.28419132,2.230903803,0.266223166,8.379825972,5.30E-17,4.65E-14,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst3,LINGO,B,B
602,LINGO1,71.84564903,1.007816622,0.194294437,5.187058569,2.14E-07,2.32E-05,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6CT2,LINGO,B,B
603,LINGO1,13.87351689,2.254094356,0.341754233,6.595658913,4.23E-11,4.66E-08,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg1,LINGO,B,B
604,LINGO1,57.68173607,1.531903103,0.286387322,5.349060459,8.84E-08,1.38E-05,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip8,LINGO,C,B
605,LINGO1,38.31756327,2.424348353,0.288215151,8.411592323,4.04E-17,2.82E-14,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pvalb4,LINGO,B,B
606,LINGO1,37.68913645,1.743846491,0.295273422,5.905870154,3.51E-09,8.71E-07,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip3,LINGO,C,B
607,LINGO1,37.32178715,1.834621721,0.281073448,6.527196844,6.70E-11,1.91E-08,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst9,LINGO,B,B
608,LINGO1,117.5375343,1.261666144,0.235028506,5.368140941,7.96E-08,5.71E-06,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6CT1,LINGO,B,B
609,LINGO1,11.82006674,3.773182894,0.635733642,5.935163162,2.94E-09,2.30E-06,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Astro1,LINGO,A,B
610,LINGO1,52.46414311,1.555095251,0.24736781,6.286570807,3.25E-10,8.42E-08,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip1,LINGO,C,B
611,LINGO1,26.51112084,2.210791036,0.447303678,4.942483471,7.71E-07,0.000123522,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Lamp52,LINGO,B,B
612,LINGO1,30.67426245,2.36612304,0.211063824,11.21046231,3.62E-29,4.42E-25,TRUE,HARsv2_0923,NA,HARsv2_0923,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip5,LINGO,C,B
613,LINGO2,962.6417348,1.573934163,0.206373092,7.626644275,2.41E-14,1.15E-11,TRUE,"HARsv2_2991,HARsv2_2992",HARsv2_2993,"HARsv2_2993,HARsv2_2991,HARsv2_2992",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Lamp5Lhx61,LINGO,B,B
614,LINGO2,434.5030725,-1.964992246,0.425706819,-4.615834557,3.92E-06,0.000413261,TRUE,"HARsv2_2991,HARsv2_2992",HARsv2_2993,"HARsv2_2993,HARsv2_2991,HARsv2_2992",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,SstChodl1,LINGO,B,B
615,LINGO2,297.3084701,-3.566369207,0.883738113,-4.035549849,5.45E-05,0.00152137,TRUE,"HARsv2_2991,HARsv2_2992",HARsv2_2993,"HARsv2_2993,HARsv2_2991,HARsv2_2992",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6ITCar31,LINGO,B,B
616,LINGO2,2780.4778,0.872925312,0.219551425,3.975949203,7.01E-05,0.001892825,TRUE,"HARsv2_2991,HARsv2_2992",HARsv2_2993,"HARsv2_2993,HARsv2_2991,HARsv2_2992",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6b2,LINGO,B,B
617,LINGO2,286.7412629,-1.716732992,0.425566814,-4.033991693,5.48E-05,0.001971941,TRUE,"HARsv2_2991,HARsv2_2992",HARsv2_2993,"HARsv2_2993,HARsv2_2991,HARsv2_2992",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pvalb4,LINGO,B,B
618,LINGO3,1.473417498,2.440307249,0.663777092,3.6763957,0.000236553,0.006584962,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT2,LINGO,B,B
619,LINGO3,3.526477121,3.137935783,0.46149862,6.799447813,1.05E-11,1.49E-09,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP2,LINGO,A,B
620,LINGO3,3.668910937,2.314069169,0.554540487,4.172948999,3.01E-05,0.001308241,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp51,LINGO,B,B
621,LINGO3,4.999778431,2.766664791,0.522652708,5.293505136,1.20E-07,1.29E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT1,LINGO,A,B
622,LINGO3,8.220446073,3.849696004,0.608594146,6.325555428,2.52E-10,4.49E-08,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT3,LINGO,A,B
623,LINGO3,6.211752674,2.342584894,0.516843253,4.532486163,5.83E-06,0.000246988,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP1,LINGO,A,B
624,LINGO3,4.338754589,2.539274834,0.44837163,5.663326279,1.48E-08,1.45E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6IT1,LINGO,B,B
625,LINGO3,3.401116014,2.207137496,0.62445199,3.534519116,0.000408518,0.007364394,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b2,LINGO,B,B
626,LINGO3,3.738384983,2.497886663,0.671183745,3.72161376,0.000197954,0.003748378,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT1,LINGO,B,B
627,LINGO3,3.316456614,2.805221008,0.622064889,4.509531169,6.50E-06,0.000266878,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,LINGO,B,B
628,LRFN2,51.86824841,-0.960180697,0.24349118,-3.943390053,8.03E-05,0.006496141,TRUE,HARsv2_2441,NA,HARsv2_2441,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg1,LRR containing Ig like CAM,B,B
629,LRFN2,28.11143118,-2.066303138,0.352404324,-5.863444332,4.53E-09,6.63E-07,TRUE,HARsv2_2441,NA,HARsv2_2441,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Lamp5Lhx61,LRR containing Ig like CAM,B,B
630,LRFN5,170.4546078,-1.039451824,0.296722042,-3.503116311,0.000459849,0.007921876,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Chandelier1,LRR containing Ig like CAM,A,B
631,LRIG1,12.30939417,-1.291768782,0.344609861,-3.748496286,0.000177898,0.005222701,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Sst2,Other LRR containing molecules,B,B
632,LRIG1,18.91922823,-3.55397201,0.737431023,-4.81939585,1.44E-06,0.000137919,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L6b3,Other LRR containing molecules,B,B
633,LRIG1,10.86808044,-1.480737573,0.351585459,-4.21160072,2.54E-05,0.001235545,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Pvalb1,Other LRR containing molecules,B,B
634,LRIG1,22.2485623,-1.503100091,0.41047679,-3.661839418,0.000250411,0.006119243,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L4IT1,Other LRR containing molecules,A,B
635,LRIG1,36.29140133,-1.68903339,0.430796078,-3.92072601,8.83E-05,0.003043452,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L23IT1,Other LRR containing molecules,A,B
636,LRIG1,19.52679988,-2.289105607,0.638885195,-3.582968623,0.000339711,0.004877057,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L56NP2,Other LRR containing molecules,A,B
637,LRIG1,11.54674363,-2.040020986,0.553361638,-3.686596336,0.000227273,0.006202172,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Sst3,Other LRR containing molecules,B,B
638,LRIG1,38.82246801,-3.316913162,0.613735711,-5.404464984,6.50E-08,8.65E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L6CT2,Other LRR containing molecules,B,B
639,LRIG1,40.20025734,-2.244773716,0.276118298,-8.12975356,4.30E-16,4.09E-13,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Vip3,Other LRR containing molecules,C,B
640,LRIG1,16.49854162,-2.867302194,0.552670984,-5.18808166,2.12E-07,1.92E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Sst9,Other LRR containing molecules,B,B
641,LRIG1,40.05859765,-2.339676543,0.51305687,-4.560267449,5.11E-06,0.00022888,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L5IT2,Other LRR containing molecules,B,B
642,LRIG1,28.16216937,-2.850975834,0.464814334,-6.133579854,8.59E-10,1.26E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L56NP1,Other LRR containing molecules,A,B
643,LRIG1,20.74852771,-1.137732305,0.302715865,-3.758416511,0.000170992,0.00382603,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Chandelier1,Other LRR containing molecules,A,B
644,LRIG1,52.74368106,-2.196989775,0.619415935,-3.54687319,0.000389832,0.007236553,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L5IT1,Other LRR containing molecules,B,B
645,LRIG1,22.98625866,-4.25767225,0.703610762,-6.051175564,1.44E-09,4.01E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L6b1,Other LRR containing molecules,B,B
646,LRIG1,21.1822561,-1.957368802,0.422447338,-4.633403087,3.60E-06,0.000317124,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Vip8,Other LRR containing molecules,C,B
647,LRIG1,60.18855793,-3.647249984,0.570087293,-6.397704401,1.58E-10,2.54E-08,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L6CT1,Other LRR containing molecules,B,B
648,LRIG1,56.14318656,-2.599376866,0.567985082,-4.576487922,4.73E-06,0.00024179,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L23IT2,Other LRR containing molecules,A,B
649,LRIG1,10.55721835,-2.529804828,0.526175722,-4.807908693,1.53E-06,0.000158727,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Sst7,Other LRR containing molecules,B,B
650,LRIG1,25.31520598,-1.704042774,0.358427123,-4.754223839,1.99E-06,0.000126467,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Pvalb4,Other LRR containing molecules,B,B
651,LRIG1,22.49674106,-2.514941103,0.569245257,-4.41802733,9.96E-06,0.000475144,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,L4IT2,Other LRR containing molecules,A,B
652,LRIG1,24.24066586,-2.091692907,0.427693329,-4.890637205,1.01E-06,0.00010655,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,945,945,FALSE,TRUE,TRUE,TRUE,FALSE,Vip4,Other LRR containing molecules,C,B
653,LRRC4C,87.57814757,1.524977913,0.363804943,4.191746001,2.77E-05,0.001219429,TRUE,HARsv2_0384,NA,HARsv2_0384,TRUE,FALSE,TRUE,NA,384,384,FALSE,TRUE,TRUE,TRUE,TRUE,Sst2,LRR containing Ig like CAM,B,B
654,LRRC4C,1332.127708,1.297194542,0.344879603,3.761296783,0.000169035,0.004721152,TRUE,HARsv2_0384,NA,HARsv2_0384,TRUE,FALSE,TRUE,NA,384,384,FALSE,TRUE,TRUE,TRUE,TRUE,Sst8,LRR containing Ig like CAM,B,B
655,LRRC4C,130.3099098,2.015501428,0.359128125,5.612207149,2.00E-08,2.79E-06,TRUE,HARsv2_0384,NA,HARsv2_0384,TRUE,FALSE,TRUE,NA,384,384,FALSE,TRUE,TRUE,TRUE,TRUE,Sst3,LRR containing Ig like CAM,B,B
656,LRRC4C,1200.318706,0.708583982,0.184905396,3.832143336,0.000127032,0.002655557,TRUE,HARsv2_0384,NA,HARsv2_0384,TRUE,FALSE,TRUE,NA,384,384,FALSE,TRUE,TRUE,TRUE,TRUE,L6CT1,LRR containing Ig like CAM,B,B
657,LRRC4C,203.288672,1.553217445,0.406426777,3.821641515,0.000132566,0.004344568,TRUE,HARsv2_0384,NA,HARsv2_0384,TRUE,FALSE,TRUE,NA,384,384,FALSE,TRUE,TRUE,TRUE,TRUE,Sst9,LRR containing Ig like CAM,B,B
658,LRRN1,33.92132457,-1.376885018,0.384951392,-3.576776304,0.000347858,0.005819499,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,102,102,FALSE,TRUE,TRUE,TRUE,FALSE,L6CT1,LRRN,B,B
659,LRRN1,55.81773135,-2.470533641,0.523947494,-4.715231331,2.41E-06,0.00012105,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,102,102,FALSE,TRUE,TRUE,TRUE,FALSE,L56NP1,LRRN,A,B
660,LRRN1,11.29403919,-2.657628354,0.657100743,-4.04447626,5.24E-05,0.001101253,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,102,102,FALSE,TRUE,TRUE,TRUE,FALSE,L56NP2,LRRN,A,B
661,LRRN2,18.03611136,-1.606856682,0.373374052,-4.303611011,1.68E-05,0.000699643,TRUE,HARsv2_0173,NA,HARsv2_0173,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst1,LRRN,B,B
662,LRRN3,28.40209658,1.184967881,0.281726667,4.206090579,2.60E-05,0.001291552,TRUE,HARsv2_2692,NA,HARsv2_2692,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip1,LRRN,C,B
663,LRRN3,32.94068972,1.476276598,0.255208077,5.784599823,7.27E-09,9.75E-07,TRUE,HARsv2_2692,NA,HARsv2_2692,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip2,LRRN,C,B
664,LRRN3,24.75955991,1.134895387,0.31095065,3.649760453,0.000262485,0.006899,TRUE,HARsv2_2692,NA,HARsv2_2692,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst3,LRRN,B,B
665,LRRN3,61.05735842,1.189079002,0.265452168,4.479447312,7.48E-06,0.000762291,TRUE,HARsv2_2692,NA,HARsv2_2692,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg2,LRRN,B,B
666,LRTM1,7.189092465,3.002142067,0.449494393,6.678931075,2.41E-11,1.06E-08,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip3,Other LRR containing molecules,C,C
667,LRTM1,18.7604626,2.170840247,0.502644317,4.318839729,1.57E-05,0.000503177,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT1,Other LRR containing molecules,B,C
668,LRTM1,3.88141222,3.260318752,0.703808836,4.632392468,3.61E-06,0.00028666,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip5,Other LRR containing molecules,C,C
669,LRTM1,5.416693931,2.742311037,0.729346839,3.759954646,0.000169944,0.005449234,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip1,Other LRR containing molecules,C,C
670,LSAMP,931.5524253,-1.119204238,0.223298117,-5.012152599,5.38E-07,0.000138855,TRUE,"HARsv2_1913,HARsv2_1914,HARsv2_1915,HARsv2_1916",HARsv2_1917,"HARsv2_1917,HARsv2_1913,HARsv2_1914,HARsv2_1915,HARsv2_1916",TRUE,TRUE,TRUE,NA,963,963,FALSE,TRUE,TRUE,TRUE,TRUE,Sst6,IgLON,B,C
